seed,strategy,algo,learning_hits,learning_obs,deployment_hits,deployment_obs
130,random,tree,25,468,0,165
130,greedy,tree,11,468,0,179
130,prob,tree,20,468,5,170
130,prob-sq,tree,24,468,1,166
130,active,tree,11,468,0,179
130,active-interquartile,tree,22,468,0,168
130,active-semigreedy,tree,22,468,0,168
130,active-greedy,tree,10,468,1,180
130,active-prob,tree,20,468,7,170
131,random,glm,21,468,22,169
131,greedy,glm,56,468,6,134
131,prob,glm,18,468,14,172
131,prob-sq,glm,26,468,23,164
131,active,glm,20,468,19,170
131,active-interquartile,glm,20,468,18,170
131,active-semigreedy,glm,14,468,9,176
131,active-greedy,glm,53,468,9,137
131,active-prob,glm,18,468,15,172
131,random,tree,16,468,2,174
131,greedy,tree,10,468,24,180
131,prob,tree,27,468,12,163
131,prob-sq,tree,37,468,10,153
131,active,tree,12,468,5,178
131,active-interquartile,tree,26,468,24,164
131,active-semigreedy,tree,19,468,17,171
131,active-greedy,tree,17,457,1,173
131,active-prob,tree,26,468,4,164
132,random,glm,17,468,15,173
132,greedy,glm,33,468,5,157
132,prob,glm,18,468,11,172
132,prob-sq,glm,17,468,16,173
132,active,glm,19,468,15,171
132,active-interquartile,glm,18,468,17,172
132,active-semigreedy,glm,17,468,17,173
132,active-greedy,glm,34,468,2,156
132,active-prob,glm,17,468,16,173
132,random,tree,19,468,1,171
132,greedy,tree,10,468,0,180
132,prob,tree,25,468,2,165
132,prob-sq,tree,19,468,3,171
132,active,tree,10,468,0,180
132,active-interquartile,tree,24,468,0,166
132,active-semigreedy,tree,16,468,0,174
132,active-greedy,tree,10,468,7,180
132,active-prob,tree,17,468,2,173
133,random,glm,17,468,13,173
133,greedy,glm,27,468,8,163
133,prob,glm,22,468,10,168
133,prob-sq,glm,23,468,10,167
133,active,glm,22,468,9,168
133,active-interquartile,glm,19,468,10,171
133,active-semigreedy,glm,24,468,11,166
133,active-greedy,glm,25,468,9,165
133,active-prob,glm,16,468,10,174
133,random,tree,20,468,0,170
133,greedy,tree,11,468,8,179
133,prob,tree,24,468,1,166
133,prob-sq,tree,18,468,4,172
133,active,tree,14,468,2,176
133,active-interquartile,tree,19,468,5,171
133,active-semigreedy,tree,15,468,0,175
133,active-greedy,tree,10,464,4,180
133,active-prob,tree,19,468,1,171
134,random,glm,18,468,6,172
134,greedy,glm,38,468,1,152
134,prob,glm,21,468,4,169
134,prob-sq,glm,18,468,20,172
134,active,glm,19,468,1,171
134,active-interquartile,glm,13,468,5,177
134,active-semigreedy,glm,24,468,18,166
134,active-greedy,glm,36,468,5,154
134,active-prob,glm,27,468,15,163
134,random,tree,24,468,14,166
134,greedy,tree,12,468,16,178
134,prob,tree,21,468,10,169
134,prob-sq,tree,34,468,7,156
134,active,tree,14,468,0,176
134,active-interquartile,tree,17,468,0,173
134,active-semigreedy,tree,19,468,0,171
134,active-greedy,tree,10,468,1,180
134,active-prob,tree,23,468,15,167
135,random,glm,19,468,6,171
135,greedy,glm,42,468,3,148
135,prob,glm,18,468,9,172
135,prob-sq,glm,21,468,16,169
135,active,glm,20,468,8,170
135,active-interquartile,glm,24,468,17,166
135,active-semigreedy,glm,20,468,8,170
135,active-greedy,glm,37,468,8,153
135,active-prob,glm,23,468,8,167
135,random,tree,19,468,0,171
135,greedy,tree,12,468,7,178
135,prob,tree,20,468,11,170
135,prob-sq,tree,27,468,10,163
135,active,tree,12,468,0,178
135,active-interquartile,tree,23,468,0,167
135,active-semigreedy,tree,21,468,15,169
135,active-greedy,tree,10,468,0,180
135,active-prob,tree,23,468,0,167
136,random,glm,18,468,28,172
136,greedy,glm,55,468,8,135
136,prob,glm,22,468,26,168
136,prob-sq,glm,25,468,24,165
136,active,glm,22,468,26,168
136,active-interquartile,glm,19,468,29,171
136,active-semigreedy,glm,17,468,29,173
136,active-greedy,glm,48,468,11,142
136,active-prob,glm,21,468,25,169
136,random,tree,19,468,1,171
136,greedy,tree,10,468,3,180
136,prob,tree,22,468,16,168
136,prob-sq,tree,26,468,10,164
136,active,tree,12,468,0,178
136,active-interquartile,tree,15,468,1,175
136,active-semigreedy,tree,17,468,0,173
136,active-greedy,tree,10,464,0,180
136,active-prob,tree,25,468,2,165
137,random,glm,21,468,12,169
137,greedy,glm,30,468,8,160
137,prob,glm,23,468,12,167
137,prob-sq,glm,26,468,9,164
137,active,glm,20,468,12,170
137,active-interquartile,glm,20,468,13,170
137,active-semigreedy,glm,18,468,12,172
137,active-greedy,glm,31,468,6,159
137,active-prob,glm,25,468,13,165
137,random,tree,20,468,1,170
137,greedy,tree,12,468,7,178
137,prob,tree,24,468,5,166
137,prob-sq,tree,31,468,2,159
137,active,tree,11,468,9,179
137,active-interquartile,tree,22,468,0,168
137,active-semigreedy,tree,21,468,1,169
137,active-greedy,tree,11,468,4,179
137,active-prob,tree,22,468,1,168
138,random,glm,25,468,10,165
138,greedy,glm,29,468,9,161
138,prob,glm,20,468,2,170
138,prob-sq,glm,26,468,10,164
138,active,glm,26,468,4,164
138,active-interquartile,glm,17,468,9,173
138,active-semigreedy,glm,16,468,3,174
138,active-greedy,glm,28,468,7,162
138,active-prob,glm,19,468,9,171
138,random,tree,21,468,0,169
138,greedy,tree,12,468,0,178
138,prob,tree,23,468,11,167
138,prob-sq,tree,31,468,9,159
138,active,tree,11,468,0,179
138,active-interquartile,tree,24,468,0,166
138,active-semigreedy,tree,24,468,0,166
138,active-greedy,tree,12,468,0,178
138,active-prob,tree,27,468,9,163
139,random,glm,21,468,22,169
139,greedy,glm,65,468,9,125
139,prob,glm,21,468,27,169
139,prob-sq,glm,23,468,30,167
139,active,glm,20,468,10,170
139,active-interquartile,glm,22,468,23,168
139,active-semigreedy,glm,14,468,14,176
139,active-greedy,glm,64,417,6,126
139,active-prob,glm,24,468,29,166
139,random,tree,20,468,0,170
139,greedy,tree,20,468,7,170
139,prob,tree,33,468,27,157
139,prob-sq,tree,40,468,15,150
139,active,tree,10,468,0,180
139,active-interquartile,tree,18,468,26,172
139,active-semigreedy,tree,16,468,26,174
139,active-greedy,tree,25,460,6,165
139,active-prob,tree,25,468,22,165
140,random,glm,20,468,9,170
140,greedy,glm,28,468,11,162
140,prob,glm,20,468,11,170
140,prob-sq,glm,19,468,6,171
140,active,glm,16,468,5,174
140,active-interquartile,glm,21,468,5,169
140,active-semigreedy,glm,19,468,11,171
140,active-greedy,glm,26,468,8,164
140,active-prob,glm,25,468,7,165
140,random,tree,19,468,5,171
140,greedy,tree,10,468,0,180
140,prob,tree,15,468,6,175
140,prob-sq,tree,21,468,5,169
140,active,tree,12,468,0,178
140,active-interquartile,tree,17,468,0,173
140,active-semigreedy,tree,22,468,4,168
140,active-greedy,tree,10,464,0,180
140,active-prob,tree,21,468,2,169
141,random,glm,15,468,19,175
141,greedy,glm,62,468,10,128
141,prob,glm,28,468,18,162
141,prob-sq,glm,30,468,26,160
141,active,glm,27,468,28,163
141,active-interquartile,glm,29,468,15,161
141,active-semigreedy,glm,20,468,18,170
141,active-greedy,glm,58,448,12,132
141,active-prob,glm,22,468,18,168
141,random,tree,21,468,5,169
141,greedy,tree,16,468,4,174
141,prob,tree,32,468,11,158
141,prob-sq,tree,43,468,18,147
141,active,tree,18,468,0,172
141,active-interquartile,tree,20,468,0,170
141,active-semigreedy,tree,19,468,0,171
141,active-greedy,tree,10,456,3,180
141,active-prob,tree,35,468,6,155
142,random,glm,23,468,18,167
142,greedy,glm,41,468,4,149
142,prob,glm,28,468,15,162
142,prob-sq,glm,26,468,15,164
142,active,glm,22,468,16,168
142,active-interquartile,glm,20,468,18,170
142,active-semigreedy,glm,21,468,16,169
142,active-greedy,glm,39,468,7,151
142,active-prob,glm,21,468,17,169
142,random,tree,18,468,1,172
142,greedy,tree,10,468,3,180
142,prob,tree,22,468,4,168
142,prob-sq,tree,24,468,1,166
142,active,tree,10,468,1,180
142,active-interquartile,tree,15,468,0,175
142,active-semigreedy,tree,16,468,3,174
142,active-greedy,tree,10,468,0,180
142,active-prob,tree,25,468,7,165
143,random,glm,20,468,11,170
143,greedy,glm,44,468,7,146
143,prob,glm,20,468,6,170
143,prob-sq,glm,21,468,10,169
143,active,glm,15,468,24,175
143,active-interquartile,glm,17,468,16,173
143,active-semigreedy,glm,16,468,8,174
143,active-greedy,glm,45,468,7,145
143,active-prob,glm,15,468,27,175
143,random,tree,14,468,25,176
143,greedy,tree,15,468,5,175
143,prob,tree,27,468,10,163
143,prob-sq,tree,19,468,11,171
143,active,tree,18,468,0,172
143,active-interquartile,tree,16,468,8,174
143,active-semigreedy,tree,14,468,0,176
143,active-greedy,tree,13,468,0,177
143,active-prob,tree,28,468,10,162
144,random,glm,16,468,4,174
144,greedy,glm,22,468,6,168
144,prob,glm,15,468,6,175
144,prob-sq,glm,21,468,1,169
144,active,glm,26,468,2,164
144,active-interquartile,glm,19,468,1,171
144,active-semigreedy,glm,18,468,2,172
144,active-greedy,glm,23,468,5,167
144,active-prob,glm,15,468,6,175
144,random,tree,20,468,0,170
144,greedy,tree,14,468,0,176
144,prob,tree,19,468,3,171
144,prob-sq,tree,21,468,7,169
144,active,tree,11,468,0,179
144,active-interquartile,tree,18,468,0,172
144,active-semigreedy,tree,18,468,0,172
144,active-greedy,tree,10,464,6,180
144,active-prob,tree,20,468,6,170
145,random,glm,20,468,19,170
145,greedy,glm,57,468,8,133
145,prob,glm,30,468,11,160
145,prob-sq,glm,32,468,18,158
145,active,glm,25,468,26,165
145,active-interquartile,glm,20,468,29,170
145,active-semigreedy,glm,13,468,29,177
145,active-greedy,glm,56,460,7,134
145,active-prob,glm,18,468,11,172
145,random,tree,26,468,0,164
145,greedy,tree,15,468,6,175
145,prob,tree,30,468,21,160
145,prob-sq,tree,34,468,7,156
145,active,tree,11,468,0,179
145,active-interquartile,tree,19,468,12,171
145,active-semigreedy,tree,18,468,0,172
145,active-greedy,tree,11,456,26,179
145,active-prob,tree,31,468,18,159
146,random,glm,19,468,5,171
146,greedy,glm,28,468,11,162
146,prob,glm,20,468,6,170
146,prob-sq,glm,21,468,8,169
146,active,glm,25,468,3,165
146,active-interquartile,glm,20,468,5,170
146,active-semigreedy,glm,23,468,4,167
146,active-greedy,glm,26,468,13,164
146,active-prob,glm,18,468,3,172
146,random,tree,18,468,0,172
146,greedy,tree,11,468,8,179
146,prob,tree,23,468,7,167
146,prob-sq,tree,23,468,5,167
146,active,tree,10,468,2,180
146,active-interquartile,tree,18,468,0,172
146,active-semigreedy,tree,18,468,6,172
146,active-greedy,tree,14,452,4,176
146,active-prob,tree,24,468,8,166
147,random,glm,19,468,35,171
147,greedy,glm,72,468,4,118
147,prob,glm,21,468,40,169
147,prob-sq,glm,25,468,39,165
147,active,glm,19,468,47,171
147,active-interquartile,glm,21,468,43,169
147,active-semigreedy,glm,11,468,45,179
147,active-greedy,glm,67,388,8,123
147,active-prob,glm,16,468,35,174
147,random,tree,24,468,0,166
147,greedy,tree,10,468,40,180
147,prob,tree,30,468,22,160
147,prob-sq,tree,30,468,28,160
147,active,tree,17,468,0,173
147,active-interquartile,tree,20,468,32,170
147,active-semigreedy,tree,21,468,43,169
147,active-greedy,tree,10,460,0,180
147,active-prob,tree,22,468,0,168
148,random,glm,18,468,16,172
148,greedy,glm,52,468,7,138
148,prob,glm,22,468,22,168
148,prob-sq,glm,23,468,4,167
148,active,glm,18,468,1,172
148,active-interquartile,glm,19,468,16,171
148,active-semigreedy,glm,16,468,4,174
148,active-greedy,glm,51,468,5,139
148,active-prob,glm,20,468,4,170
148,random,tree,15,468,0,175
148,greedy,tree,11,468,7,179
148,prob,tree,22,468,4,168
148,prob-sq,tree,22,468,0,168
148,active,tree,13,468,0,177
148,active-interquartile,tree,27,468,0,163
148,active-semigreedy,tree,23,468,15,167
148,active-greedy,tree,12,442,7,178
148,active-prob,tree,28,468,11,162
149,random,glm,23,468,62,167
149,greedy,glm,103,468,6,87
149,prob,glm,34,468,57,156
149,prob-sq,glm,58,468,42,132
149,active,glm,17,468,66,173
149,active-interquartile,glm,18,468,66,172
149,active-semigreedy,glm,17,468,46,173
149,active-greedy,glm,98,392,4,92
149,active-prob,glm,21,468,65,169
149,random,tree,21,468,5,169
149,greedy,tree,55,468,9,135
149,prob,tree,44,468,28,146
149,prob-sq,tree,50,468,33,140
149,active,tree,10,468,0,180
149,active-interquartile,tree,18,468,0,172
149,active-semigreedy,tree,18,468,9,172
149,active-greedy,tree,27,456,6,163
149,active-prob,tree,40,468,0,150
150,random,glm,18,468,24,172
150,greedy,glm,82,468,11,108
150,prob,glm,21,468,31,169
150,prob-sq,glm,28,468,43,162
150,active,glm,23,468,20,167
150,active-interquartile,glm,17,468,18,173
150,active-semigreedy,glm,17,468,29,173
150,active-greedy,glm,75,384,10,115
150,active-prob,glm,19,468,28,171
150,random,tree,17,468,20,173
150,greedy,tree,36,468,7,154
150,prob,tree,46,468,9,144
150,prob-sq,tree,66,468,18,124
150,active,tree,23,468,53,167
150,active-interquartile,tree,14,468,0,176
150,active-semigreedy,tree,16,468,0,174
150,active-greedy,tree,41,458,11,149
150,active-prob,tree,43,468,37,147
151,random,glm,15,468,3,175
151,greedy,glm,38,468,4,152
151,prob,glm,15,468,20,175
151,prob-sq,glm,20,468,16,170
151,active,glm,16,468,16,174
151,active-interquartile,glm,23,468,15,167
151,active-semigreedy,glm,16,468,12,174
151,active-greedy,glm,32,468,11,158
151,active-prob,glm,18,468,17,172
151,random,tree,17,468,0,173
151,greedy,tree,10,468,0,180
151,prob,tree,16,468,2,174
151,prob-sq,tree,21,468,5,169
151,active,tree,11,468,0,179
151,active-interquartile,tree,19,468,0,171
151,active-semigreedy,tree,20,468,0,170
151,active-greedy,tree,10,468,0,180
151,active-prob,tree,19,468,4,171
152,random,glm,14,468,17,176
152,greedy,glm,43,468,16,147
152,prob,glm,29,468,8,161
152,prob-sq,glm,26,468,16,164
152,active,glm,22,468,12,168
152,active-interquartile,glm,22,468,15,168
152,active-semigreedy,glm,15,468,15,175
152,active-greedy,glm,42,468,8,148
152,active-prob,glm,24,468,17,166
152,random,tree,13,468,16,177
152,greedy,tree,15,468,6,175
152,prob,tree,30,468,12,160
152,prob-sq,tree,25,468,12,165
152,active,tree,10,468,8,180
152,active-interquartile,tree,17,468,11,173
152,active-semigreedy,tree,18,468,12,172
152,active-greedy,tree,11,456,6,179
152,active-prob,tree,30,468,15,160
153,random,glm,21,468,4,169
153,greedy,glm,21,468,5,169
153,prob,glm,20,468,6,170
153,prob-sq,glm,17,468,7,173
153,active,glm,19,468,5,171
153,active-interquartile,glm,24,468,5,166
153,active-semigreedy,glm,18,468,4,172
153,active-greedy,glm,20,468,1,170
153,active-prob,glm,17,468,7,173
153,random,tree,14,468,0,176
153,greedy,tree,13,468,2,177
153,prob,tree,27,468,16,163
153,prob-sq,tree,38,468,16,152
153,active,tree,13,468,0,177
153,active-interquartile,tree,24,468,0,166
153,active-semigreedy,tree,19,468,7,171
153,active-greedy,tree,12,468,0,178
153,active-prob,tree,21,468,30,169
154,random,glm,20,468,34,170
154,greedy,glm,60,468,6,130
154,prob,glm,19,468,41,171
154,prob-sq,glm,26,468,31,164
154,active,glm,16,468,32,174
154,active-interquartile,glm,18,468,27,172
154,active-semigreedy,glm,14,468,30,176
154,active-greedy,glm,56,460,7,134
154,active-prob,glm,20,468,26,170
154,random,tree,20,468,28,170
154,greedy,tree,12,468,0,178
154,prob,tree,39,468,7,151
154,prob-sq,tree,38,468,14,152
154,active,tree,18,468,18,172
154,active-interquartile,tree,18,468,28,172
154,active-semigreedy,tree,14,468,8,176
154,active-greedy,tree,10,468,31,180
154,active-prob,tree,21,468,23,169
155,random,glm,17,468,46,173
155,greedy,glm,72,468,15,118
155,prob,glm,30,468,41,160
155,prob-sq,glm,31,468,46,159
155,active,glm,26,468,31,164
155,active-interquartile,glm,28,468,38,162
155,active-semigreedy,glm,22,468,47,168
155,active-greedy,glm,67,400,9,123
155,active-prob,glm,18,468,34,172
155,random,tree,18,468,0,172
155,greedy,tree,40,468,0,150
155,prob,tree,35,468,22,155
155,prob-sq,tree,57,468,20,133
155,active,tree,11,468,34,179
155,active-interquartile,tree,16,468,0,174
155,active-semigreedy,tree,17,468,0,173
155,active-greedy,tree,32,402,0,158
155,active-prob,tree,29,468,0,161
156,random,glm,25,468,41,165
156,greedy,glm,80,468,8,110
156,prob,glm,30,468,44,160
156,prob-sq,glm,34,468,36,156
156,active,glm,21,468,47,169
156,active-interquartile,glm,20,468,48,170
156,active-semigreedy,glm,16,468,31,174
156,active-greedy,glm,70,388,9,120
156,active-prob,glm,20,468,44,170
156,random,tree,21,468,0,169
156,greedy,tree,22,468,11,168
156,prob,tree,39,468,29,151
156,prob-sq,tree,48,468,20,142
156,active,tree,11,468,25,179
156,active-interquartile,tree,16,468,30,174
156,active-semigreedy,tree,16,468,0,174
156,active-greedy,tree,12,468,5,178
156,active-prob,tree,31,468,34,159
157,random,glm,16,468,6,174
157,greedy,glm,20,468,7,170
157,prob,glm,17,468,5,173
157,prob-sq,glm,22,468,5,168
157,active,glm,18,468,6,172
157,active-interquartile,glm,17,468,6,173
157,active-semigreedy,glm,21,468,3,169
157,active-greedy,glm,24,468,2,166
157,active-prob,glm,19,468,6,171
157,random,tree,20,468,1,170
157,greedy,tree,20,468,5,170
157,prob,tree,38,468,24,152
157,prob-sq,tree,19,468,23,171
157,active,tree,15,468,6,175
157,active-interquartile,tree,20,468,4,170
157,active-semigreedy,tree,22,468,0,168
157,active-greedy,tree,15,468,0,175
157,active-prob,tree,24,468,11,166
158,random,glm,16,468,57,174
158,greedy,glm,96,468,7,94
158,prob,glm,24,468,54,166
158,prob-sq,glm,41,468,44,149
158,active,glm,18,468,59,172
158,active-interquartile,glm,19,468,63,171
158,active-semigreedy,glm,17,468,63,173
158,active-greedy,glm,84,363,10,106
158,active-prob,glm,17,468,59,173
158,random,tree,19,468,0,171
158,greedy,tree,61,468,0,129
158,prob,tree,33,468,43,157
158,prob-sq,tree,48,468,17,142
158,active,tree,10,468,43,180
158,active-interquartile,tree,12,468,35,178
158,active-semigreedy,tree,13,468,2,177
158,active-greedy,tree,17,428,28,173
158,active-prob,tree,14,468,41,176
159,random,glm,24,468,55,166
159,greedy,glm,89,468,13,101
159,prob,glm,31,468,51,159
159,prob-sq,glm,44,468,42,146
159,active,glm,17,468,68,173
159,active-interquartile,glm,16,468,56,174
159,active-semigreedy,glm,15,468,49,175
159,active-greedy,glm,83,365,4,107
159,active-prob,glm,19,468,63,171
159,random,tree,23,468,19,167
159,greedy,tree,51,468,0,139
159,prob,tree,57,468,33,133
159,prob-sq,tree,69,468,10,121
159,active,tree,17,468,44,173
159,active-interquartile,tree,20,468,17,170
159,active-semigreedy,tree,21,468,0,169
159,active-greedy,tree,46,427,0,144
159,active-prob,tree,32,468,54,158
160,random,glm,17,468,3,173
160,greedy,glm,36,468,10,154
160,prob,glm,23,468,2,167
160,prob-sq,glm,23,468,2,167
160,active,glm,24,468,2,166
160,active-interquartile,glm,19,468,4,171
160,active-semigreedy,glm,15,468,4,175
160,active-greedy,glm,32,468,7,158
160,active-prob,glm,22,468,4,168
160,random,tree,18,468,0,172
160,greedy,tree,10,468,2,180
160,prob,tree,18,468,7,172
160,prob-sq,tree,35,468,11,155
160,active,tree,13,468,0,177
160,active-interquartile,tree,17,468,10,173
160,active-semigreedy,tree,18,468,5,172
160,active-greedy,tree,10,468,3,180
160,active-prob,tree,23,468,4,167
161,random,glm,14,468,35,176
161,greedy,glm,64,468,7,126
161,prob,glm,16,468,12,174
161,prob-sq,glm,26,468,31,164
161,active,glm,17,468,34,173
161,active-interquartile,glm,17,468,28,173
161,active-semigreedy,glm,16,468,10,174
161,active-greedy,glm,63,468,11,127
161,active-prob,glm,21,468,32,169
161,random,tree,16,468,0,174
161,greedy,tree,28,468,0,162
161,prob,tree,56,468,17,134
161,prob-sq,tree,64,468,6,126
161,active,tree,41,468,0,149
161,active-interquartile,tree,16,468,30,174
161,active-semigreedy,tree,16,468,30,174
161,active-greedy,tree,33,430,0,157
161,active-prob,tree,31,468,29,159
162,random,glm,15,468,13,175
162,greedy,glm,46,468,4,144
162,prob,glm,25,468,15,165
162,prob-sq,glm,28,468,17,162
162,active,glm,19,468,16,171
162,active-interquartile,glm,16,468,17,174
162,active-semigreedy,glm,19,468,15,171
162,active-greedy,glm,47,464,5,143
162,active-prob,glm,18,468,16,172
162,random,tree,18,468,28,172
162,greedy,tree,18,468,0,172
162,prob,tree,26,468,15,164
162,prob-sq,tree,23,468,10,167
162,active,tree,11,468,0,179
162,active-interquartile,tree,15,468,0,175
162,active-semigreedy,tree,13,468,4,177
162,active-greedy,tree,15,456,0,175
162,active-prob,tree,24,468,25,166
163,random,glm,22,468,7,168
163,greedy,glm,57,468,1,133
163,prob,glm,16,468,29,174
163,prob-sq,glm,19,468,7,171
163,active,glm,20,468,1,170
163,active-interquartile,glm,18,468,3,172
163,active-semigreedy,glm,17,468,4,173
163,active-greedy,glm,56,468,2,134
163,active-prob,glm,21,468,4,169
163,random,tree,25,468,0,165
163,greedy,tree,10,468,20,180
163,prob,tree,31,468,16,159
163,prob-sq,tree,33,468,12,157
163,active,tree,14,468,0,176
163,active-interquartile,tree,22,468,16,168
163,active-semigreedy,tree,23,468,24,167
163,active-greedy,tree,10,468,1,180
163,active-prob,tree,27,468,5,163
164,random,glm,16,468,42,174
164,greedy,glm,73,468,6,117
164,prob,glm,21,468,42,169
164,prob-sq,glm,36,468,34,154
164,active,glm,16,468,42,174
164,active-interquartile,glm,19,468,40,171
164,active-semigreedy,glm,16,468,35,174
164,active-greedy,glm,68,420,8,122
164,active-prob,glm,22,468,21,168
164,random,tree,21,468,3,169
164,greedy,tree,16,468,0,174
164,prob,tree,33,468,13,157
164,prob-sq,tree,22,468,17,168
164,active,tree,10,468,0,180
164,active-interquartile,tree,16,468,0,174
164,active-semigreedy,tree,18,468,26,172
164,active-greedy,tree,10,468,0,180
164,active-prob,tree,23,468,29,167
165,random,glm,21,468,32,169
165,greedy,glm,61,468,3,129
165,prob,glm,22,468,25,168
165,prob-sq,glm,23,468,35,167
165,active,glm,18,468,36,172
165,active-interquartile,glm,24,468,35,166
165,active-semigreedy,glm,17,468,30,173
165,active-greedy,glm,58,444,5,132
165,active-prob,glm,18,468,31,172
165,random,tree,20,468,3,170
165,greedy,tree,10,468,16,180
165,prob,tree,30,468,11,160
165,prob-sq,tree,29,468,14,161
165,active,tree,19,468,1,171
165,active-interquartile,tree,24,468,0,166
165,active-semigreedy,tree,24,468,19,166
165,active-greedy,tree,10,468,0,180
165,active-prob,tree,29,468,16,161
166,random,glm,19,468,17,171
166,greedy,glm,37,468,7,153
166,prob,glm,21,468,17,169
166,prob-sq,glm,21,468,18,169
166,active,glm,13,468,18,177
166,active-interquartile,glm,14,468,18,176
166,active-semigreedy,glm,21,468,6,169
166,active-greedy,glm,29,468,7,161
166,active-prob,glm,24,468,17,166
166,random,tree,19,468,0,171
166,greedy,tree,10,468,0,180
166,prob,tree,22,468,6,168
166,prob-sq,tree,18,468,5,172
166,active,tree,14,468,4,176
166,active-interquartile,tree,19,468,0,171
166,active-semigreedy,tree,16,468,0,174
166,active-greedy,tree,11,466,9,179
166,active-prob,tree,19,468,4,171
167,random,glm,14,468,28,176
167,greedy,glm,62,468,6,128
167,prob,glm,25,468,30,165
167,prob-sq,glm,28,468,24,162
167,active,glm,15,468,33,175
167,active-interquartile,glm,18,468,33,172
167,active-semigreedy,glm,14,468,30,176
167,active-greedy,glm,56,407,9,134
167,active-prob,glm,18,468,33,172
167,random,tree,20,468,0,170
167,greedy,tree,13,468,4,177
167,prob,tree,31,468,9,159
167,prob-sq,tree,39,468,10,151
167,active,tree,12,468,27,178
167,active-interquartile,tree,20,468,4,170
167,active-semigreedy,tree,17,468,3,173
167,active-greedy,tree,19,468,9,171
167,active-prob,tree,24,468,20,166
168,random,glm,18,468,14,172
168,greedy,glm,36,468,5,154
168,prob,glm,25,468,13,165
168,prob-sq,glm,18,468,13,172
168,active,glm,18,468,16,172
168,active-interquartile,glm,23,468,17,167
168,active-semigreedy,glm,18,468,15,172
168,active-greedy,glm,30,468,8,160
168,active-prob,glm,20,468,15,170
168,random,tree,20,468,1,170
168,greedy,tree,14,468,0,176
168,prob,tree,20,468,2,170
168,prob-sq,tree,19,468,1,171
168,active,tree,14,468,1,176
168,active-interquartile,tree,20,468,2,170
168,active-semigreedy,tree,23,468,0,167
168,active-greedy,tree,11,464,3,179
168,active-prob,tree,16,468,9,174
169,random,glm,17,468,35,173
169,greedy,glm,61,468,9,129
169,prob,glm,21,468,30,169
169,prob-sq,glm,19,468,9,171
169,active,glm,24,468,21,166
169,active-interquartile,glm,22,468,24,168
169,active-semigreedy,glm,13,468,8,177
169,active-greedy,glm,63,464,7,127
169,active-prob,glm,15,468,15,175
169,random,tree,25,468,17,165
169,greedy,tree,23,468,1,167
169,prob,tree,31,468,16,159
169,prob-sq,tree,33,468,24,157
169,active,tree,10,468,0,180
169,active-interquartile,tree,16,468,0,174
169,active-semigreedy,tree,14,468,18,176
169,active-greedy,tree,10,468,8,180
169,active-prob,tree,26,468,0,164
170,random,glm,16,468,48,174
170,greedy,glm,76,468,8,114
170,prob,glm,20,468,49,170
170,prob-sq,glm,37,468,40,153
170,active,glm,15,468,50,175
170,active-interquartile,glm,16,468,48,174
170,active-semigreedy,glm,20,468,29,170
170,active-greedy,glm,69,389,8,121
170,active-prob,glm,17,468,46,173
170,random,tree,16,468,0,174
170,greedy,tree,22,468,0,168
170,prob,tree,48,468,10,142
170,prob-sq,tree,40,468,14,150
170,active,tree,13,468,24,177
170,active-interquartile,tree,25,468,0,165
170,active-semigreedy,tree,27,468,0,163
170,active-greedy,tree,28,453,5,162
170,active-prob,tree,30,468,4,160
171,random,glm,18,468,4,172
171,greedy,glm,18,468,3,172
171,prob,glm,22,468,0,168
171,prob-sq,glm,26,468,2,164
171,active,glm,26,468,4,164
171,active-interquartile,glm,16,468,3,174
171,active-semigreedy,glm,17,468,3,173
171,active-greedy,glm,21,468,2,169
171,active-prob,glm,26,468,3,164
171,random,tree,20,468,0,170
171,greedy,tree,10,468,0,180
171,prob,tree,19,468,2,171
171,prob-sq,tree,19,468,3,171
171,active,tree,10,468,0,180
171,active-interquartile,tree,23,468,6,167
171,active-semigreedy,tree,21,468,0,169
171,active-greedy,tree,10,468,1,180
171,active-prob,tree,21,468,0,169
172,random,glm,22,468,23,168
172,greedy,glm,47,468,8,143
172,prob,glm,16,468,18,174
172,prob-sq,glm,17,468,23,173
172,active,glm,18,468,24,172
172,active-interquartile,glm,20,468,24,170
172,active-semigreedy,glm,19,468,2,171
172,active-greedy,glm,47,464,7,143
172,active-prob,glm,23,468,23,167
172,random,tree,21,468,0,169
172,greedy,tree,21,468,0,169
172,prob,tree,23,468,11,167
172,prob-sq,tree,24,468,13,166
172,active,tree,10,468,6,180
172,active-interquartile,tree,27,468,0,163
172,active-semigreedy,tree,25,468,1,165
172,active-greedy,tree,21,468,0,169
172,active-prob,tree,19,468,16,171
173,random,glm,25,468,14,165
173,greedy,glm,50,468,7,140
173,prob,glm,19,468,21,171
173,prob-sq,glm,22,468,17,168
173,active,glm,24,468,17,166
173,active-interquartile,glm,21,468,19,169
173,active-semigreedy,glm,18,468,8,172
173,active-greedy,glm,46,468,11,144
173,active-prob,glm,18,468,13,172
173,random,tree,19,468,2,171
173,greedy,tree,13,468,5,177
173,prob,tree,34,468,6,156
173,prob-sq,tree,26,468,2,164
173,active,tree,12,468,0,178
173,active-interquartile,tree,15,468,0,175
173,active-semigreedy,tree,16,468,0,174
173,active-greedy,tree,19,468,0,171
173,active-prob,tree,26,468,4,164
174,random,glm,18,468,51,172
174,greedy,glm,103,468,2,87
