seed,strategy,algo,learning_hits,learning_obs,deployment_hits,deployment_obs
477,active,glm,23,468,16,167
477,active-interquartile,glm,17,468,17,173
477,active-semigreedy,glm,17,468,6,173
477,active-greedy,glm,46,468,5,144
477,active-prob,glm,24,468,21,166
477,random,tree,16,468,2,174
477,greedy,tree,10,468,20,180
477,prob,tree,30,468,8,160
477,prob-sq,tree,28,468,8,162
477,active,tree,11,468,24,179
477,active-interquartile,tree,17,468,0,173
477,active-semigreedy,tree,21,468,26,169
477,active-greedy,tree,16,468,0,174
477,active-prob,tree,22,468,3,168
478,random,glm,26,468,34,164
478,greedy,glm,78,468,9,112
478,prob,glm,24,468,35,166
478,prob-sq,glm,34,468,28,156
478,active,glm,15,468,28,175
478,active-interquartile,glm,20,468,31,170
478,active-semigreedy,glm,13,468,34,177
478,active-greedy,glm,75,468,13,115
478,active-prob,glm,22,468,33,168
478,random,tree,15,468,4,175
478,greedy,tree,13,468,0,177
478,prob,tree,28,468,24,162
478,prob-sq,tree,20,468,19,170
478,active,tree,11,468,0,179
478,active-interquartile,tree,17,468,0,173
478,active-semigreedy,tree,18,468,0,172
478,active-greedy,tree,11,468,4,179
478,active-prob,tree,27,468,3,163
479,random,glm,15,468,10,175
479,greedy,glm,47,468,2,143
479,prob,glm,26,468,9,164
479,prob-sq,glm,32,468,10,158
479,active,glm,31,468,11,159
479,active-interquartile,glm,21,468,13,169
479,active-semigreedy,glm,13,468,11,177
479,active-greedy,glm,44,468,9,146
479,active-prob,glm,24,468,8,166
479,random,tree,14,468,0,176
479,greedy,tree,31,468,0,159
479,prob,tree,35,468,31,155
479,prob-sq,tree,54,468,14,136
479,active,tree,12,468,34,178
479,active-interquartile,tree,23,468,0,167
479,active-semigreedy,tree,22,468,0,168
479,active-greedy,tree,17,455,0,173
479,active-prob,tree,33,468,31,157
480,random,glm,21,468,23,169
480,greedy,glm,58,468,6,132
480,prob,glm,25,468,22,165
480,prob-sq,glm,20,468,25,170
480,active,glm,16,468,28,174
480,active-interquartile,glm,16,468,20,174
480,active-semigreedy,glm,25,468,20,165
480,active-greedy,glm,52,468,9,138
480,active-prob,glm,28,468,8,162
480,random,tree,17,468,0,173
480,greedy,tree,10,468,1,180
480,prob,tree,28,468,10,162
480,prob-sq,tree,40,468,23,150
480,active,tree,10,468,0,180
480,active-interquartile,tree,20,468,7,170
480,active-semigreedy,tree,20,468,28,170
480,active-greedy,tree,10,468,1,180
480,active-prob,tree,27,468,13,163
481,random,glm,16,468,33,174
481,greedy,glm,89,468,13,101
481,prob,glm,31,468,30,159
481,prob-sq,glm,45,468,30,145
481,active,glm,25,468,34,165
481,active-interquartile,glm,23,468,32,167
481,active-semigreedy,glm,19,468,31,171
481,active-greedy,glm,83,444,13,107
481,active-prob,glm,30,468,31,160
481,random,tree,18,468,12,172
481,greedy,tree,25,468,0,165
481,prob,tree,41,468,27,149
481,prob-sq,tree,43,468,24,147
481,active,tree,13,468,9,177
481,active-interquartile,tree,19,468,2,171
481,active-semigreedy,tree,15,468,0,175
481,active-greedy,tree,24,468,1,166
481,active-prob,tree,26,468,15,164
482,random,glm,17,468,25,173
482,greedy,glm,48,468,11,142
482,prob,glm,24,468,24,166
482,prob-sq,glm,24,468,22,166
482,active,glm,21,468,26,169
482,active-interquartile,glm,22,468,26,168
482,active-semigreedy,glm,16,468,17,174
482,active-greedy,glm,45,435,8,145
482,active-prob,glm,20,468,27,170
482,random,tree,19,468,0,171
482,greedy,tree,12,468,5,178
482,prob,tree,29,468,13,161
482,prob-sq,tree,34,468,9,156
482,active,tree,10,468,0,180
482,active-interquartile,tree,20,468,0,170
482,active-semigreedy,tree,19,468,0,171
482,active-greedy,tree,10,468,18,180
482,active-prob,tree,27,468,9,163
483,random,glm,17,468,37,173
483,greedy,glm,68,468,7,122
483,prob,glm,20,468,26,170
483,prob-sq,glm,17,468,22,173
483,active,glm,15,468,29,175
483,active-interquartile,glm,15,468,39,175
483,active-semigreedy,glm,14,468,29,176
483,active-greedy,glm,63,413,8,127
483,active-prob,glm,19,468,22,171
483,random,tree,14,468,0,176
483,greedy,tree,12,468,5,178
483,prob,tree,30,468,32,160
483,prob-sq,tree,30,468,30,160
483,active,tree,10,468,0,180
483,active-interquartile,tree,21,468,5,169
483,active-semigreedy,tree,18,468,9,172
483,active-greedy,tree,18,466,3,172
483,active-prob,tree,26,468,9,164
484,random,glm,22,468,5,168
484,greedy,glm,34,468,9,156
484,prob,glm,21,468,11,169
484,prob-sq,glm,20,468,10,170
484,active,glm,16,468,14,174
484,active-interquartile,glm,20,468,14,170
484,active-semigreedy,glm,15,468,11,175
484,active-greedy,glm,34,468,5,156
484,active-prob,glm,17,468,12,173
484,random,tree,23,468,0,167
484,greedy,tree,10,468,5,180
484,prob,tree,22,468,6,168
484,prob-sq,tree,18,468,3,172
484,active,tree,14,468,2,176
484,active-interquartile,tree,19,468,5,171
484,active-semigreedy,tree,20,468,25,170
484,active-greedy,tree,10,468,0,180
484,active-prob,tree,19,468,7,171
485,random,glm,21,468,29,169
485,greedy,glm,62,468,9,128
485,prob,glm,22,468,37,168
485,prob-sq,glm,30,468,35,160
485,active,glm,16,468,41,174
485,active-interquartile,glm,19,468,41,171
485,active-semigreedy,glm,17,468,18,173
485,active-greedy,glm,64,438,4,126
485,active-prob,glm,15,468,39,175
485,random,tree,20,468,6,170
485,greedy,tree,11,468,10,179
485,prob,tree,28,468,7,162
485,prob-sq,tree,20,468,5,170
485,active,tree,10,468,4,180
485,active-interquartile,tree,19,468,5,171
485,active-semigreedy,tree,20,468,9,170
485,active-greedy,tree,10,468,6,180
485,active-prob,tree,26,468,0,164
486,random,glm,23,468,27,167
486,greedy,glm,65,468,6,125
486,prob,glm,27,468,35,163
486,prob-sq,glm,31,468,31,159
486,active,glm,14,468,39,176
486,active-interquartile,glm,20,468,39,170
486,active-semigreedy,glm,13,468,33,177
486,active-greedy,glm,61,448,6,129
486,active-prob,glm,17,468,38,173
486,random,tree,21,468,27,169
486,greedy,tree,17,468,4,173
486,prob,tree,26,468,13,164
486,prob-sq,tree,31,468,30,159
486,active,tree,17,468,0,173
486,active-interquartile,tree,17,468,19,173
486,active-semigreedy,tree,16,468,2,174
486,active-greedy,tree,17,444,0,173
486,active-prob,tree,21,468,20,169
487,random,glm,16,468,19,174
487,greedy,glm,62,468,8,128
487,prob,glm,20,468,28,170
487,prob-sq,glm,19,468,26,171
487,active,glm,23,468,30,167
487,active-interquartile,glm,21,468,28,169
487,active-semigreedy,glm,17,468,14,173
487,active-greedy,glm,56,468,11,134
487,active-prob,glm,17,468,24,173
487,random,tree,22,468,1,168
487,greedy,tree,13,468,9,177
487,prob,tree,30,468,1,160
487,prob-sq,tree,37,468,10,153
487,active,tree,17,468,0,173
487,active-interquartile,tree,25,468,0,165
487,active-semigreedy,tree,19,468,0,171
487,active-greedy,tree,22,452,1,168
487,active-prob,tree,30,468,0,160
488,random,glm,22,468,34,168
488,greedy,glm,65,468,8,125
488,prob,glm,28,468,33,162
488,prob-sq,glm,35,468,28,155
488,active,glm,25,468,31,165
488,active-interquartile,glm,22,468,36,168
488,active-semigreedy,glm,22,468,34,168
488,active-greedy,glm,64,444,7,126
488,active-prob,glm,23,468,33,167
488,random,tree,16,468,6,174
488,greedy,tree,16,468,2,174
488,prob,tree,40,468,14,150
488,prob-sq,tree,30,468,14,160
488,active,tree,12,468,0,178
488,active-interquartile,tree,17,468,0,173
488,active-semigreedy,tree,17,468,0,173
488,active-greedy,tree,18,450,0,172
488,active-prob,tree,35,468,1,155
489,random,glm,23,468,11,167
489,greedy,glm,40,468,5,150
489,prob,glm,21,468,19,169
489,prob-sq,glm,16,468,7,174
489,active,glm,22,468,5,168
489,active-interquartile,glm,18,468,6,172
489,active-semigreedy,glm,16,468,8,174
489,active-greedy,glm,37,468,7,153
489,active-prob,glm,17,468,9,173
489,random,tree,22,468,4,168
489,greedy,tree,15,468,0,175
489,prob,tree,28,468,14,162
489,prob-sq,tree,27,468,12,163
489,active,tree,18,468,0,172
489,active-interquartile,tree,23,468,14,167
489,active-semigreedy,tree,19,468,0,171
489,active-greedy,tree,10,468,2,180
489,active-prob,tree,22,468,13,168
490,random,glm,16,468,19,174
490,greedy,glm,42,468,4,148
490,prob,glm,25,468,16,165
490,prob-sq,glm,23,468,21,167
490,active,glm,18,468,21,172
490,active-interquartile,glm,14,468,11,176
490,active-semigreedy,glm,18,468,21,172
490,active-greedy,glm,41,468,8,149
490,active-prob,glm,23,468,20,167
490,random,tree,21,468,0,169
490,greedy,tree,11,468,0,179
490,prob,tree,25,468,13,165
490,prob-sq,tree,19,468,9,171
490,active,tree,11,468,0,179
490,active-interquartile,tree,16,468,0,174
490,active-semigreedy,tree,20,468,0,170
490,active-greedy,tree,11,468,0,179
490,active-prob,tree,22,468,13,168
491,random,glm,15,468,48,175
491,greedy,glm,96,468,8,94
491,prob,glm,27,468,43,163
491,prob-sq,glm,45,468,45,145
491,active,glm,17,468,63,173
491,active-interquartile,glm,22,468,63,168
491,active-semigreedy,glm,18,468,40,172
491,active-greedy,glm,87,400,10,103
491,active-prob,glm,19,468,56,171
491,random,tree,20,468,0,170
491,greedy,tree,23,468,0,167
491,prob,tree,40,468,28,150
491,prob-sq,tree,46,468,20,144
491,active,tree,11,468,0,179
491,active-interquartile,tree,16,468,0,174
491,active-semigreedy,tree,17,468,0,173
491,active-greedy,tree,24,456,8,166
491,active-prob,tree,30,468,47,160
492,random,glm,17,468,19,173
492,greedy,glm,44,468,5,146
492,prob,glm,15,468,17,175
492,prob-sq,glm,20,468,22,170
492,active,glm,18,468,15,172
492,active-interquartile,glm,20,468,15,170
492,active-semigreedy,glm,21,468,18,169
492,active-greedy,glm,44,468,5,146
492,active-prob,glm,17,468,19,173
492,random,tree,22,468,0,168
492,greedy,tree,15,468,6,175
492,prob,tree,29,468,13,161
492,prob-sq,tree,29,468,8,161
492,active,tree,11,468,0,179
492,active-interquartile,tree,24,468,2,166
492,active-semigreedy,tree,26,468,0,164
492,active-greedy,tree,12,468,2,178
492,active-prob,tree,22,468,12,168
493,random,glm,15,468,44,175
493,greedy,glm,83,468,7,107
493,prob,glm,22,468,34,168
493,prob-sq,glm,39,468,38,151
493,active,glm,15,468,56,175
493,active-interquartile,glm,14,468,52,176
493,active-semigreedy,glm,16,468,46,174
493,active-greedy,glm,74,375,8,116
493,active-prob,glm,19,468,48,171
493,random,tree,19,468,0,171
493,greedy,tree,16,468,5,174
493,prob,tree,32,468,12,158
493,prob-sq,tree,48,468,18,142
493,active,tree,11,468,0,179
493,active-interquartile,tree,19,468,0,171
493,active-semigreedy,tree,16,468,0,174
493,active-greedy,tree,14,420,0,176
493,active-prob,tree,27,468,0,163
494,random,glm,21,468,10,169
494,greedy,glm,46,468,6,144
494,prob,glm,16,468,11,174
494,prob-sq,glm,18,468,18,172
494,active,glm,14,468,18,176
494,active-interquartile,glm,23,468,21,167
494,active-semigreedy,glm,16,468,14,174
494,active-greedy,glm,39,468,8,151
494,active-prob,glm,20,468,14,170
494,random,tree,21,468,0,169
494,greedy,tree,10,468,2,180
494,prob,tree,21,468,3,169
494,prob-sq,tree,27,468,1,163
494,active,tree,11,468,0,179
494,active-interquartile,tree,21,468,0,169
494,active-semigreedy,tree,20,468,0,170
494,active-greedy,tree,10,458,0,180
494,active-prob,tree,23,468,5,167
495,random,glm,19,468,2,171
495,greedy,glm,20,468,7,170
495,prob,glm,19,468,9,171
495,prob-sq,glm,19,468,2,171
495,active,glm,17,468,7,173
495,active-interquartile,glm,20,468,7,170
495,active-semigreedy,glm,19,468,3,171
495,active-greedy,glm,18,468,2,172
495,active-prob,glm,20,468,5,170
495,random,tree,21,468,0,169
495,greedy,tree,11,468,0,179
495,prob,tree,20,468,0,170
495,prob-sq,tree,21,468,1,169
495,active,tree,12,468,0,178
495,active-interquartile,tree,21,468,6,169
495,active-semigreedy,tree,18,468,0,172
495,active-greedy,tree,10,464,0,180
495,active-prob,tree,17,468,1,173
496,random,glm,15,468,14,175
496,greedy,glm,35,468,6,155
496,prob,glm,19,468,8,171
496,prob-sq,glm,19,468,10,171
496,active,glm,22,468,14,168
496,active-interquartile,glm,20,468,6,170
496,active-semigreedy,glm,18,468,13,172
496,active-greedy,glm,32,468,8,158
496,active-prob,glm,14,468,6,176
496,random,tree,22,468,0,168
496,greedy,tree,10,468,0,180
496,prob,tree,24,468,12,166
496,prob-sq,tree,19,468,3,171
496,active,tree,10,468,0,180
496,active-interquartile,tree,21,468,0,169
496,active-semigreedy,tree,19,468,8,171
496,active-greedy,tree,10,468,1,180
496,active-prob,tree,19,468,4,171
497,random,glm,17,468,10,173
497,greedy,glm,32,468,4,158
497,prob,glm,21,468,2,169
497,prob-sq,glm,15,468,13,175
497,active,glm,15,468,2,175
497,active-interquartile,glm,19,468,3,171
497,active-semigreedy,glm,21,468,1,169
497,active-greedy,glm,17,468,5,173
497,active-prob,glm,19,468,1,171
497,random,tree,19,468,8,171
497,greedy,tree,10,468,4,180
497,prob,tree,30,468,3,160
497,prob-sq,tree,22,468,13,168
497,active,tree,11,468,0,179
497,active-interquartile,tree,21,468,0,169
497,active-semigreedy,tree,23,468,6,167
497,active-greedy,tree,14,463,0,176
497,active-prob,tree,23,468,4,167
498,random,glm,12,468,33,178
498,greedy,glm,48,468,6,142
498,prob,glm,22,468,23,168
498,prob-sq,glm,19,468,24,171
498,active,glm,13,468,30,177
498,active-interquartile,glm,16,468,14,174
498,active-semigreedy,glm,18,468,27,172
498,active-greedy,glm,41,468,8,149
498,active-prob,glm,17,468,1,173
498,random,tree,24,468,2,166
498,greedy,tree,10,468,2,180
498,prob,tree,22,468,0,168
498,prob-sq,tree,19,468,1,171
498,active,tree,12,468,0,178
498,active-interquartile,tree,16,468,2,174
498,active-semigreedy,tree,16,468,0,174
498,active-greedy,tree,10,468,0,180
498,active-prob,tree,25,468,2,165
499,random,glm,19,468,5,171
499,greedy,glm,43,468,4,147
499,prob,glm,16,468,8,174
499,prob-sq,glm,21,468,5,169
499,active,glm,21,468,6,169
499,active-interquartile,glm,18,468,17,172
499,active-semigreedy,glm,17,468,3,173
499,active-greedy,glm,37,468,7,153
499,active-prob,glm,20,468,18,170
499,random,tree,17,468,3,173
499,greedy,tree,18,468,6,172
499,prob,tree,29,468,9,161
499,prob-sq,tree,32,468,9,158
499,active,tree,14,468,0,176
499,active-interquartile,tree,17,468,10,173
499,active-semigreedy,tree,17,468,0,173
499,active-greedy,tree,14,460,0,176
499,active-prob,tree,20,468,6,170
500,random,glm,20,468,26,170
500,greedy,glm,85,468,8,105
500,prob,glm,24,468,41,166
500,prob-sq,glm,48,468,34,142
500,active,glm,17,468,46,173
500,active-interquartile,glm,17,468,31,173
500,active-semigreedy,glm,22,468,32,168
500,active-greedy,glm,75,404,12,115
500,active-prob,glm,19,468,37,171
500,random,tree,13,468,0,177
500,greedy,tree,29,468,0,161
500,prob,tree,38,468,22,152
500,prob-sq,tree,52,468,25,138
500,active,tree,19,468,8,171
500,active-interquartile,tree,19,468,0,171
500,active-semigreedy,tree,19,468,0,171
500,active-greedy,tree,43,439,9,147
500,active-prob,tree,32,468,51,158
501,random,glm,22,468,37,168
501,greedy,glm,82,468,10,108
501,prob,glm,33,468,35,157
501,prob-sq,glm,28,468,43,162
501,active,glm,22,468,36,168
501,active-interquartile,glm,25,468,38,165
501,active-semigreedy,glm,16,468,23,174
501,active-greedy,glm,69,436,20,121
501,active-prob,glm,19,468,39,171
501,random,tree,25,468,0,165
501,greedy,tree,14,468,3,176
501,prob,tree,33,468,0,157
501,prob-sq,tree,36,468,5,154
501,active,tree,14,468,4,176
501,active-interquartile,tree,14,468,0,176
501,active-semigreedy,tree,17,468,1,173
501,active-greedy,tree,14,460,16,176
501,active-prob,tree,30,468,18,160
502,random,glm,22,468,12,168
502,greedy,glm,29,468,4,161
502,prob,glm,23,468,13,167
502,prob-sq,glm,23,468,11,167
502,active,glm,14,468,12,176
502,active-interquartile,glm,14,468,14,176
502,active-semigreedy,glm,18,468,12,172
502,active-greedy,glm,26,468,5,164
502,active-prob,glm,13,468,14,177
502,random,tree,19,468,26,171
502,greedy,tree,26,468,0,164
502,prob,tree,27,468,14,163
502,prob-sq,tree,21,468,15,169
502,active,tree,12,468,0,178
502,active-interquartile,tree,14,468,0,176
502,active-semigreedy,tree,14,468,22,176
502,active-greedy,tree,22,460,5,168
502,active-prob,tree,15,468,20,175
503,random,glm,19,468,18,171
503,greedy,glm,69,468,5,121
503,prob,glm,26,468,27,164
503,prob-sq,glm,23,468,29,167
503,active,glm,22,468,33,168
503,active-interquartile,glm,17,468,34,173
503,active-semigreedy,glm,17,468,16,173
503,active-greedy,glm,61,432,12,129
503,active-prob,glm,11,468,18,179
503,random,tree,22,468,2,168
503,greedy,tree,18,468,0,172
503,prob,tree,30,468,1,160
503,prob-sq,tree,42,468,22,148
503,active,tree,11,468,0,179
503,active-interquartile,tree,14,468,3,176
503,active-semigreedy,tree,19,468,1,171
503,active-greedy,tree,22,468,0,168
503,active-prob,tree,31,468,2,159
504,random,glm,21,468,24,169
504,greedy,glm,46,468,4,144
504,prob,glm,24,468,19,166
504,prob-sq,glm,27,468,17,163
504,active,glm,20,468,21,170
504,active-interquartile,glm,17,468,21,173
504,active-semigreedy,glm,19,468,24,171
504,active-greedy,glm,47,468,5,143
504,active-prob,glm,19,468,20,171
504,random,tree,19,468,0,171
504,greedy,tree,11,468,10,179
504,prob,tree,25,468,12,165
504,prob-sq,tree,21,468,11,169
504,active,tree,11,468,0,179
504,active-interquartile,tree,15,468,1,175
504,active-semigreedy,tree,17,468,0,173
504,active-greedy,tree,10,468,0,180
504,active-prob,tree,20,468,11,170
505,random,glm,14,468,10,176
505,greedy,glm,39,468,8,151
505,prob,glm,20,468,7,170
505,prob-sq,glm,23,468,7,167
505,active,glm,19,468,6,171
505,active-interquartile,glm,19,468,12,171
505,active-semigreedy,glm,20,468,5,170
505,active-greedy,glm,34,468,6,156
505,active-prob,glm,22,468,8,168
505,random,tree,14,468,2,176
505,greedy,tree,10,468,0,180
505,prob,tree,16,468,1,174
505,prob-sq,tree,17,468,4,173
505,active,tree,11,468,0,179
505,active-interquartile,tree,17,468,0,173
505,active-semigreedy,tree,16,468,0,174
505,active-greedy,tree,10,468,3,180
505,active-prob,tree,23,468,1,167
506,random,glm,21,468,48,169
506,greedy,glm,71,468,2,119
506,prob,glm,17,468,49,173
506,prob-sq,glm,22,468,45,168
506,active,glm,18,468,22,172
506,active-interquartile,glm,19,468,40,171
506,active-semigreedy,glm,20,468,40,170
506,active-greedy,glm,66,389,5,124
506,active-prob,glm,15,468,42,175
506,random,tree,21,468,43,169
506,greedy,tree,29,468,1,161
506,prob,tree,31,468,14,159
506,prob-sq,tree,30,468,38,160
506,active,tree,22,468,14,168
506,active-interquartile,tree,19,468,49,171
506,active-semigreedy,tree,21,468,3,169
506,active-greedy,tree,10,468,2,180
506,active-prob,tree,25,468,38,165
507,random,glm,27,468,7,163
507,greedy,glm,34,468,8,156
507,prob,glm,18,468,7,172
507,prob-sq,glm,23,468,7,167
507,active,glm,20,468,10,170
507,active-interquartile,glm,17,468,8,173
507,active-semigreedy,glm,15,468,11,175
507,active-greedy,glm,26,468,8,164
507,active-prob,glm,21,468,8,169
507,random,tree,17,468,0,173
507,greedy,tree,13,468,2,177
507,prob,tree,24,468,2,166
507,prob-sq,tree,22,468,3,168
507,active,tree,13,468,0,177
507,active-interquartile,tree,20,468,5,170
507,active-semigreedy,tree,18,468,0,172
507,active-greedy,tree,11,468,8,179
507,active-prob,tree,29,468,3,161
508,random,glm,18,468,9,172
508,greedy,glm,60,468,8,130
508,prob,glm,19,468,30,171
508,prob-sq,glm,22,468,10,168
508,active,glm,13,468,31,177
508,active-interquartile,glm,22,468,31,168
508,active-semigreedy,glm,15,468,1,175
508,active-greedy,glm,61,458,8,129
508,active-prob,glm,16,468,22,174
508,random,tree,22,468,15,168
508,greedy,tree,19,468,0,171
508,prob,tree,27,468,25,163
508,prob-sq,tree,26,468,5,164
508,active,tree,17,468,7,173
508,active-interquartile,tree,19,468,0,171
508,active-semigreedy,tree,21,468,0,169
508,active-greedy,tree,19,468,0,171
508,active-prob,tree,18,468,23,172
509,random,glm,20,468,22,170
509,greedy,glm,48,468,6,142
509,prob,glm,19,468,20,171
509,prob-sq,glm,22,468,18,168
509,active,glm,18,468,19,172
509,active-interquartile,glm,18,468,19,172
509,active-semigreedy,glm,19,468,15,171
509,active-greedy,glm,49,468,5,141
509,active-prob,glm,13,468,14,177
509,random,tree,16,468,3,174
509,greedy,tree,10,468,2,180
509,prob,tree,21,468,7,169
509,prob-sq,tree,27,468,8,163
509,active,tree,12,468,0,178
509,active-interquartile,tree,23,468,5,167
509,active-semigreedy,tree,21,468,0,169
509,active-greedy,tree,10,468,0,180
509,active-prob,tree,15,468,4,175
510,random,glm,15,468,34,175
510,greedy,glm,74,468,7,116
510,prob,glm,20,468,35,170
510,prob-sq,glm,27,468,34,163
510,active,glm,18,468,37,172
510,active-interquartile,glm,23,468,36,167
510,active-semigreedy,glm,15,468,34,175
510,active-greedy,glm,67,442,11,123
510,active-prob,glm,17,468,36,173
510,random,tree,14,468,0,176
510,greedy,tree,13,468,0,177
510,prob,tree,31,468,16,159
510,prob-sq,tree,35,468,18,155
510,active,tree,22,468,14,168
510,active-interquartile,tree,21,468,3,169
510,active-semigreedy,tree,18,468,0,172
510,active-greedy,tree,11,468,20,179
510,active-prob,tree,30,468,27,160
511,random,glm,22,468,6,168
511,greedy,glm,18,468,1,172
511,prob,glm,16,468,6,174
511,prob-sq,glm,20,468,5,170
511,active,glm,14,468,6,176
511,active-interquartile,glm,16,468,4,174
511,active-semigreedy,glm,23,468,5,167
511,active-greedy,glm,20,468,6,170
511,active-prob,glm,22,468,5,168
511,random,tree,17,468,8,173
511,greedy,tree,12,468,1,178
511,prob,tree,25,468,3,165
511,prob-sq,tree,17,468,8,173
511,active,tree,12,468,3,178
511,active-interquartile,tree,19,468,0,171
511,active-semigreedy,tree,20,468,0,170
511,active-greedy,tree,10,464,1,180
511,active-prob,tree,27,468,7,163
512,random,glm,20,468,32,170
512,greedy,glm,57,468,9,133
512,prob,glm,34,468,24,156
512,prob-sq,glm,31,468,25,159
512,active,glm,20,468,31,170
512,active-interquartile,glm,22,468,26,168
512,active-semigreedy,glm,13,468,34,177
512,active-greedy,glm,55,465,11,135
512,active-prob,glm,19,468,31,171
512,random,tree,21,468,10,169
512,greedy,tree,13,468,10,177
512,prob,tree,26,468,9,164
512,prob-sq,tree,34,468,14,156
512,active,tree,12,468,0,178
512,active-interquartile,tree,17,468,1,173
512,active-semigreedy,tree,16,468,0,174
512,active-greedy,tree,13,468,14,177
512,active-prob,tree,21,468,23,169
513,random,glm,23,468,46,167
513,greedy,glm,80,468,6,110
513,prob,glm,24,468,48,166
513,prob-sq,glm,28,468,46,162
513,active,glm,20,468,49,170
513,active-interquartile,glm,15,468,50,175
513,active-semigreedy,glm,16,468,24,174
513,active-greedy,glm,74,400,7,116
513,active-prob,glm,21,468,49,169
513,random,tree,22,468,0,168
513,greedy,tree,10,468,46,180
513,prob,tree,34,468,25,156
513,prob-sq,tree,45,468,26,145
513,active,tree,11,468,0,179
513,active-interquartile,tree,21,468,0,169
513,active-semigreedy,tree,21,468,0,169
513,active-greedy,tree,11,468,13,179
513,active-prob,tree,27,468,23,163
514,random,glm,16,468,31,174
514,greedy,glm,68,468,3,122
514,prob,glm,19,468,38,171
514,prob-sq,glm,24,468,34,166
514,active,glm,21,468,39,169
514,active-interquartile,glm,20,468,36,170
514,active-semigreedy,glm,22,468,39,168
514,active-greedy,glm,58,376,10,132
514,active-prob,glm,23,468,33,167
514,random,tree,20,468,0,170
514,greedy,tree,33,468,0,157
514,prob,tree,30,468,20,160
514,prob-sq,tree,37,468,11,153
514,active,tree,10,468,29,180
514,active-interquartile,tree,18,468,0,172
514,active-semigreedy,tree,15,468,0,175
514,active-greedy,tree,32,387,0,158
514,active-prob,tree,21,468,17,169
515,random,glm,18,468,16,172
515,greedy,glm,45,468,4,145
515,prob,glm,18,468,16,172
515,prob-sq,glm,22,468,12,168
515,active,glm,15,468,17,175
515,active-interquartile,glm,14,468,14,176
515,active-semigreedy,glm,16,468,12,174
515,active-greedy,glm,38,468,11,152
515,active-prob,glm,16,468,18,174
515,random,tree,16,468,1,174
515,greedy,tree,14,468,14,176
515,prob,tree,19,468,12,171
515,prob-sq,tree,22,468,11,168
515,active,tree,11,468,5,179
515,active-interquartile,tree,22,468,0,168
515,active-semigreedy,tree,24,468,0,166
515,active-greedy,tree,12,468,0,178
515,active-prob,tree,24,468,8,166
516,random,glm,17,468,12,173
516,greedy,glm,31,468,15,159
516,prob,glm,19,468,15,171
516,prob-sq,glm,28,468,6,162
516,active,glm,20,468,10,170
516,active-interquartile,glm,17,468,14,173
516,active-semigreedy,glm,16,468,13,174
516,active-greedy,glm,34,468,9,156
516,active-prob,glm,19,468,14,171
516,random,tree,18,468,0,172
516,greedy,tree,13,468,6,177
516,prob,tree,24,468,7,166
516,prob-sq,tree,22,468,7,168
516,active,tree,12,468,6,178
516,active-interquartile,tree,20,468,1,170
516,active-semigreedy,tree,20,468,5,170
516,active-greedy,tree,12,464,6,178
516,active-prob,tree,20,468,5,170
517,random,glm,19,468,50,171
517,greedy,glm,80,468,5,110
517,prob,glm,19,468,53,171
517,prob-sq,glm,53,468,30,137
517,active,glm,29,468,55,161
517,active-interquartile,glm,18,468,57,172
517,active-semigreedy,glm,16,468,52,174
517,active-greedy,glm,73,340,7,117
517,active-prob,glm,15,468,55,175
517,random,tree,20,468,39,170
517,greedy,tree,42,468,0,148
517,prob,tree,43,468,24,147
517,prob-sq,tree,63,468,22,127
517,active,tree,43,468,0,147
517,active-interquartile,tree,21,468,25,169
517,active-semigreedy,tree,20,468,0,170
517,active-greedy,tree,35,325,0,155
517,active-prob,tree,31,468,12,159
518,random,glm,16,468,2,174
518,greedy,glm,18,468,1,172
518,prob,glm,21,468,5,169
518,prob-sq,glm,22,468,3,168
518,active,glm,19,468,2,171
518,active-interquartile,glm,18,468,2,172
518,active-semigreedy,glm,15,468,4,175
518,active-greedy,glm,31,468,1,159
518,active-prob,glm,19,468,1,171
518,random,tree,22,468,0,168
518,greedy,tree,11,468,3,179
518,prob,tree,21,468,4,169
518,prob-sq,tree,21,468,3,169
518,active,tree,12,468,0,178
518,active-interquartile,tree,18,468,0,172
518,active-semigreedy,tree,21,468,5,169
518,active-greedy,tree,10,468,6,180
518,active-prob,tree,17,468,9,173
519,random,glm,24,468,9,166
519,greedy,glm,33,468,9,157
519,prob,glm,19,468,13,171
519,prob-sq,glm,24,468,9,166
519,active,glm,17,468,9,173
519,active-interquartile,glm,17,468,10,173
519,active-semigreedy,glm,22,468,11,168
519,active-greedy,glm,31,468,11,159
519,active-prob,glm,19,468,12,171
519,random,tree,21,468,3,169
519,greedy,tree,11,468,2,179
519,prob,tree,26,468,0,164
519,prob-sq,tree,25,468,10,165
519,active,tree,13,468,0,177
519,active-interquartile,tree,19,468,8,171
519,active-semigreedy,tree,20,468,0,170
519,active-greedy,tree,10,460,7,180
519,active-prob,tree,23,468,4,167
520,random,glm,19,468,46,171
520,greedy,glm,102,468,3,88
520,prob,glm,26,468,53,164
520,prob-sq,glm,36,468,52,154
520,active,glm,24,468,63,166
520,active-interquartile,glm,23,468,42,167
520,active-semigreedy,glm,16,468,46,174
520,active-greedy,glm,96,380,4,94
520,active-prob,glm,21,468,55,169
520,random,tree,19,468,0,171
520,greedy,tree,64,468,0,126
520,prob,tree,42,468,45,148
520,prob-sq,tree,68,468,16,122
520,active,tree,18,468,36,172
520,active-interquartile,tree,19,468,65,171
